title,text,subject,date,label
 WATCH: Louisiana Governor Slams Giuliani For Criticizing His Response To Trump Visit,"Rudy Giuliani threw a hissy fit over Louisiana Governor John Bel Edwards  reaction to Donald Trump visiting the flood damage in his state, and Edwards called him out for it.On Friday, the former New York mayor who now forgets about 9/11 posted a statement on Twitter whining about Bel Edwards asking the Republican nominee to do something to help the victims of the flooding instead of just showing up to do a photo-op.Instead of following Gov. Bel Edwards s advice, Trump proceeded to get that photo-op, which consisted of him handing out play-doh instead of real supplies such as food and water.But Giuliani criticized Bel Edwards for making such a request and said that reaction towards President Obama is not the same negative reaction President Bush received after Hurricane Katrina.Giuliani said that Trump showed  true leadership  by going to the flood ravaged state and then plugged his book in the same breath.Then he bragged about being the mayor of NYC during the September 11th attacks.Here s the full post via Twitter.Giuliani statement on Louisiana s governor criticizing Trump trip:  During the September 11 attacks, I welcomed  pic.twitter.com/wFDRW5qhyi  Bradd Jaffy (@BraddJaffy) August 19, 2016On Sunday, Bel Edwards fired back by telling CNN s Dana Bash that there is not a double standard here. I believe Mayor Giuliani got it completely wrong. I have not been critical of Mr. Trump s visit. I have tried not to comment because I don t want to get tied up in the politics of whether it s the president, whether it s Hillary Clinton or whether it s Donald Trump. I have tried not to comment. And the comments that I have made have been very reserved. So I think he was off base there with that comment. So I think he was off base there with that comment. Bel Edwards went on to point out that the reason President Obama has not visited Baton Rouge yet is because he asked him to come next week instead.Here s the video via CNN.But Edwards explained why President Obama was right not to visit yet during an interview with Rachel Maddow on Thursday. It is a major ordeal, they free up the interstate for him. We have to take hundreds of local first responders, police officers, sheriffs, deputies and state troopers to provide security for that type of visit. I would just as soon have those people engaged in the response rather than trying to secure the president. So I d ask him to wait, if he would, another couple weeks. So President Obama s presence would have been a major distraction and would have kept first responders from doing their jobs to help those in need.But that doesn t mean President Obama has done nothing like Republicans would have us believe. Gov. Edwards said on that point: I do want you to know, and your viewers to know, that within hours of me making a request for a federal declaration I got it from the president. He called me. I want you to know that I ve been speaking to Valerie Jarrett just about every day. He dispatched the FEMA administrator to meet with me for an entire day. Today I had the Homeland Security Secretary Jeh Johnson. We ve also had the four-star general who runs all of the guard for the country here today. And that s in addition to FEMA workers who have been embedded in the state in preparation for the relief effort.President Bush was not so much criticized for not visiting as much as he was criticized for not being prepared and not doing enough to help the victims in the wake of Hurricane Katrina, a storm that took the lives of nearly 2,000 people. FEMA was completely disorganized under Bush s watch. But President Obama has been on top of this latest disaster in Louisiana since the beginning.So Giuliani is out of line for criticizing President Obama. And he is out of line for criticizing Bel Edwards for making a reasonable request of Trump. Louisiana needs help, not photo-ops. Trump visited a Republican dominated area to make it look like he was universally welcomed in the state when it is clear that he wasn t. President Obama s presence would have only hindered the rescue and recovery effort. And you know Republicans would have whined about that if he had visited.Featured image via screen capture",News,"August 21, 2016",1
EU activates 'all diplomatic channels' over new U.S. sanctions on Russia,"BRUSSELS (Reuters) - The European Commission is concerned about new U.S. sanctions on Russia that could impact Europe’s energy security and has activated “all diplomatic channels” to resolve the issue. U.S. Republicans and Democrats reached a deal on legislation to allow new sanctions against Russia, which has led to concerns in Europe of “unintended consequences”. “We are following this process with some concern regarding the European Union’s energy independence and our energy security interests. We are activating all diplomatic channels to address these concerns from these U.S. measures with our U.S. counterparts,” a Commission spokesman told a news conference.  “For us, G7 unity regarding sanctions is of key importance as is respect of the implementation of the Minsk agreement. We in the European Union will have interests in these discussions and we expect those interests to be addressed by the free legislative process which is ongoing in the U.S,” the spokesman said. ",politicsNews,"July 24, 2017 ",0
 Fmr. Mexican President: Trump Is Not Welcome In Our Country (VIDEO),"Donald Trump has decided to make his way down to Mexico on Wednesday for a meeting with President Enrique Pena Nieto. For obvious reasons, this is a visit that is not being well received by the Mexican people. Trump s long history of insulting Mexico, its people, and Mexican immigrants in America has their community incensed at his nerve to show his face in Mexico City. Therefore, former Mexican President Vicente Fox has decided to weigh in on the situation.Appearing on CNN, Fox said: I m sure he s going to be rejected by everybody here in Mexico. We cannot accept this going on. And yes, it could be a desperate move.   To me, it is a desperate move on both sides. Fox went on to say that Trump  is not welcome to Mexico,  and continued: We don t like him. We don t want him. Fox also criticized current President Pena Nieto for entertaining Trump s visit: I think President Pena is taking an enormous political risk by hosting Trump,  going on to call Pena Nieto s decision a  big mistake.  Fox also straight   out apologized for the visit and the president s insistence on going along with it: I really apologize for our president taking this step forward. After that, Fox turned his attentions to Trump himself, and his many hypocrisies regarding the issues of immigration and trade: How can you believe him when we are hearing right now that he and his wife violated migration laws in the United States?How can he speak about trade war when he s manufacturing all his products for his business outside of the United States? It s absolutely incongruent, absolutely inconsistent. Fox then appealed directly to Americans, warning us of Trump s incompetence when it comes to being president: I just cannot envision him sitting on that chair that was the chair of President Washington, President Jefferson, President Kennedy, President Reagan   all the great presidents that nation has had.This guy is not up to be a president. Of course, Trump, unwilling to let any criticism go, actually tried to lie regarding a proposed visit with Vicente Fox. He lashed out at Fox on Twitter:Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ""f bomb.""  Donald J. Trump (@realDonaldTrump) August 31, 2016Fox fired back, though, setting the record straight:@realDonaldTrump, I invited you to come and apologize to all Mexicans. Stop lying! Mexico is not yours to play with, show some respect.  Vicente Fox Quesada (@VicenteFoxQue) August 31, 2016Fox is likely right. The Mexican people  have every reason to loathe Donald Trump. Trump, in all his arrogance, likely thinks that this visit with President Pena Nieto will mean concessions   and, dare I say it   a check for his border wall. None of that will happen, though, and hopefully Trump returns from Mexico humiliated, as he so richly deserves.Watch video of Fox s comments below:Featured image via Patrick T. Fallon/Getty ",News,"August 31, 2016",1
NEW YORK TIMES Publishes Trump Tax Return From 20 Years Ago…TRUMP FIRES BACK!," In a lame effort to score political points for Hillary Clinton, the New York Times published a portion of Donald Trump s 1995 tax return. They re now promoting the idea that Trump  could have  not paid taxes for decades.  Could have  doesn t mean he did! Does anyone care that a man with a huge business empire might try and pay less taxes or work the tax system to his advantage? Isn t that what most people do and it s legal to do it! I would question Trump s sanity if he begged to pay more taxes! The front pages of the tax returns themselves are essentially a non-issue, representing the 1995 gross business loss incurred by candidate Donald Trump who operates a massive conglomeration of business entities.The anti-Trump political angle is easily identifiable within the extensive article use of:  could have ,  might be ,  may have , phrases used throughout the woven narrative. Journalistic  narratives  are rarely based on facts.The identified $916 million single year operating income loss is no different than current losses of Amazon, Facebook, Twitter and a host of other corporations and businesses.Actually, Donald Trump s 1995 loss is smaller than the operating loss the New York Times reported when it sold the Boston Globe in 2013 for a net loss of $1.03 billion.The Times purchased the Boston Globe in  93 for $1.1 billion and sold it in 2013 for $70 million, a loss of $1.03 billion. However, for some reason it s doubtful the Times will publish their own 2013 tax returns. That doesn t meet the political need.THE TRUMP CAMPAIGN RELEASED THIS STATEMENT:Read more: Conservative Treehouse",politics,"Oct 2, 2016",1
Donna Brazile FINALLY Admits To Giving Hillary Questions Before Debate…Will Media Hold Crooked Hillary Accountable For Accepting Questions? [VIDEO],"Veteran Democratic operative Donna Brazile finally admitted that she used her former position as a CNN commentator to relay questions ahead of debates to Hillary Clinton during the Democratic primary.For months, Brazile has avoided confirming that hacked emails from the campaign showed her forwarding the questions, which were asked at separate debates. But in a new essay for Time magazine looking back on the hackings, she said it was true. [I]n October, a subsequent release of emails revealed that among the many things I did in my role as a Democratic operative and [Democratic National Committee] Vice Chair prior to assuming the interim D.N.C. Chair position was to share potential town hall topics with the Clinton campaign,  she said.Watch Donna Brazile lie to Megyn Kelly: As recently as February, Brazile would only say that the emails  allegedly  showed her forwarding the questions.In her Time essay, however, she said she was remorseful.  Washington ExaminerWatch Donna Brazile brag about how much more  prepared  Hillary Clinton was for the debate than her opponent Donald J. Trump. When the reporter asks Brazile about passing the debate questions along to Hillary, she accuses him of  badgering her like Donald Trump badgers women. Watch Obama s spokesliar tell a reporter during press conference that President Obama has full confidence in Brazile. claims that she s a person of integrity and high-character: Here s another clip of the reporter who won t let up on Brazile as she continues to lie to press about giving Hillary questions before the debate:",left-news,"Mar 17, 2017",1
 Texas Teacher Calls 12-Year-Old Boy A ‘Terrorist’ in Class And Students Bully Him Afterward (VIDEO),"A Texas teacher has been removed from her classroom after she openly called a 12-year-old Muslim boy a terrorist and did nothing as the other students proceeded to bully him.Waleed Abushaaban was simply watching and enjoying the movie Bend It Like Beckham with his classmates at the Fort Bend Independent School District in Fort Bend County, Texas when his teacher made racist remarks toward him just because he laughed at a funny scene in the film.According to KHOU, Abushaaban remembered the incident clearly. We were in the class watching a movie, and I was just laughing at the movie and the teacher said,  I wouldn t be laughing if I was you.  And I said why? She said,  because we all think you re a terrorist. To make matters worse, the teacher s remarks touched off a storm of bullying as the students around him began to verbally harass him. They were like,  oh I see a bomb!  and they started all laughing and making jokes. I was upset and I felt like I was put in the corner and like everybody was just looking at me. In just a matter of seconds, Abushaaban had become a victim of racism and hate and had been humiliated by his fellow classmates who only suddenly turned on him because the teacher did.Understandably, his parents are mad as hell and they want the teacher terminated from her position at the school. Just because my son is a Muslim doesn t mean he is a terrorist,  said Malek Abushaaban.  He s an American. He s as American as anybody else. He was born here. That s all he knows, is how to be an American. Here s the video via KHOU.Of course, school officials are claiming that the teacher merely misspoke in an attempt to teach about negative stereotyping, but did condemn her words in the following statement. While the teacher reports her statements were made in the context of trying to make a point about negative stereotypes, District officials do not believe that the teacher exercised the appropriate sensitivity expected of the District s educators, and do not believe that the statements were made in a manner that is in keeping with the District s Core Beliefs and Commitments. Keep in mind that this happened while the students were in the middle of watching a movie, which makes the job of a teacher a little easier. There was absolutely no need to try and teach anything. In fact, it makes no sense to teach lessons during a film and she was clearly not teaching the rest of the class about negative stereotypes. In other words, this teacher is just trying to cover her ass with a bullshit claim.Texas schools seem to be obsessed with terrorism these days. Just last year, a Texas school freaked out because a Muslim student brought in a clock he had built himself and school personnel called the police because they thought it was a bomb.Another Texas school acted even more ridiculous by suspending a nine-year-old boy for bringing a replica of the One Ring from the Hobbit to class. The school actually accused the boy of committing terrorism because he was pretending that the ring made him invisible. Seriously.Texas schools really need to get it together.Featured image: screenshot",News,"April 3, 2016",1
HILLARY CLINTON ‘Insulted’ And ‘Embarrassed’ Ambassadors By Refusing to Follow Decorum,"A former member of Hillary Clinton s security detail while she was serving as secretary of state said she frequently and  blatantly  disregarded security and diplomatic protocol during her tenure.An interview with the ex-agent was part of the FBI s newest document release pertaining to the investigation into Clinton s private email server she used while working at the State Department.The source, formerly a member of the State Department s Bureau of Diplomatic Security, explained how the secretary was to ride in an armored limousine with the local U.S. ambassador while traveling abroad, but Clinton  refused to do so,  the agent said,  instead choosing to be accompanied in the limousine by her [deputy] Chief of Staff, Huma Abedin. This frequently resulted in complaints by ambassadors who were insulted and embarrassed by this breach of protocol,  the security official told the FBI.Read more: Daily Mail ",politics,"Oct 17, 2016",1
 Former ‘Apprentice’ Contestants Unite AGAINST Trump – Issue BRUTAL Statements,"When you want to learn more about what a person is really like, talk to the people they have been around a lot. It s one thing to push a persona into the spotlight that has been sculpted to how one would like to be perceived,while it is quite another to get to the truth behind the actual person.So, when half a dozen former contestants from Republican presidential frontrunner Donald Trump s reality show  The Apprentice  come forward to issue statements condemning the candidate, we should all probably listen. Some of those who have come forward are the winner from Season 4, Randal Pinkett alongside Kwame Jackson who was runner-up in Season 1. They are also planning a press conference.According to Bloomberg: In statements, the contestants slammed Trump s rhetoric as divisive and accused him of running a  campaign of sexism, xenophobia, racism, violence and hate. Winning Project Manager from  The Apprentice,  Marshawn Evans Daniels said: Trump is passionately and strategically reigniting a dirty and divisive culture soaked in a history of prejudice, fear and hate. It is unpatriotic, anti-American, self-serving, regressive and downright lazy. Pinkett stated: As alums of  The Apprentice,  we have had the opportunity to work with Donald in various capacities, including as employees of the Trump Organization. Based on that experience and Donald s campaign, we do not believe he is worthy of becoming president of the United States. Of course, Trump responded to these criticisms in the most Trumpian way possible, and said the group of former contestants are  six failing wannabes. He said: How quickly they forget. Nobody would know who they are if it weren t for me They just want to get back into the limelight like they had when they were with Trump. Total dishonesty and disloyalty. They should be careful or I ll play hours of footage of them individually praising me. Ask how successful they ve been since they left. Six failing wannabes out of hundreds of contestants   so sad! A statement in response that pretty much proves the former contestants point of what a hateful, vindictive person Trump is. As you may have noticed, in Trump s mind, he s never wrong. It s always someone else s fault. It s always someone else doing something to him, and never ever the other way around. This is a true sign of an egomaniacal narcissist. It s amazing that he can fit his giant, braggadocios head through any door.We need to listen to these former contestants. They ve had to work with him, and aren t afraid to tell it like it is. Donald Trump cannot be our next president. It wouldn t only be bad for the nation, but the entire world.Featured Photo by Amanda Edwards/Getty Images",News,"April 15, 2016",1
DISGUSTING: BARACK OBAMA WISHES MUSLIMS HAPPY END OF RAMADAN Following Murder Of 4 Marines By Muslim Terrorist,"First things first The following statement is the first to come out of the White house. It was emailed out and makes no reference to today s terror attack.See Below statement: Michelle and I would like to extend our warmest wishes to Muslims in the United States and around the world celebrating Eid-ul-Fitr. As Muslims mark the end of the month, they are reminded that Ramadan is a time to reflect spiritually, build communally, and aid those in need. While Eid marks the end of Ramadan, it marks a new beginning for each individual   a reason to celebrate and express gratitude on this holiday.For millions of Muslims, the morning of Eid is marked with the call to prayer echoing through cities and towns across the globe. Millions of people head to local mosques for special Eid prayers followed by festive gatherings, gift exchanges, and feasts among friends, neighbors and families. The diversity of traditions paint the vibrant images we see from around the world capturing the spirit and excitement of Eid   colorful dresses or white garments decorating the masses of people standing in lines for prayer, lanterns and ornaments lighting up bazaars and neighborhoods, intricate henna designs painted on hands of young girls and women, and an abundance of delectable foods and aromatic cuisines. As Muslim Americans celebrate Eid across America, the holiday is a reminder to every American of the importance of respecting those of all faiths and beliefs. This past year New York City Public Schools announced adding Eid to their official school calendars alongside Christmas, Hanukkah and other holidays   an acknowledgement of the great diversity and inclusiveness that adds to the richness of our nation. During this year s White House Iftar, I had the opportunity to meet inspiring young Muslim Americans who are leading efforts for greater understanding and unity across diverse communities. Following the Iftar, one of the young attendees helped spearhead an effort that raised more than $75,000 for the churches burned in the wake of the shooting at Emanuel AME Church in Charleston, South Carolina. Americans of all faiths and beliefs must stand together to protect our democracy and strengthen our country as a whole. Michelle and I hope today brings joy to all of your homes, both here in the U.S. and around the world. From my family to yours, Eid Mubarak!Via: Breaking 911",politics,"Jul 16, 2015",1
TRUMP BEGINS DISMANTLING Of OBAMACARE With Today’s Executive Order…Nancy Pelosi’s Response Is Hilarious!,"Today, President Trump came one step closer to dismantling Obamacare. He signed an executive order that would allow Americans to purchase insurance across state lines. The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE!  https://t.co/mz5fdveTVh pic.twitter.com/dDZLsKuNSe  Donald J. Trump (@realDonaldTrump) October 12, 2017Congressional Democrats said Thursday that President Trump s executive order to relax insurance rules is the latest evidence of Republican  sabotage  against Obamacare.The president signed the order that directs federal agencies to examine regulations that would make it easier for people to band together to get  association health plans  and buy more short-term insurance. Democrats quickly criticized the order as a back door to attack protections for people with pre-existing conditions and increase  junk  insurance plans. I do know it is a sabotage of the Affordable Care Act and quite frankly a disservice to the American people,  House Minority Leader Nancy Pelosi said in a press conference Tuesday.She also said Trump knows  very little about healthcare legislation.   Washington ExaminerPerhaps a little trip down memory lane is in order for Nancy. Remember when Nancy Pelosi coined her most memorable line in the long list of memorable Nancy Pelosi lines?  Remember when Nancy attempted to explain the Obamacare legislation to a large audience, telling them,  But we have to pass the bill, so that you can, uh, find out what s in it. ?Even one of her most reliable media allies, David Gregory of NBC News, who was clearly on the same team as Nancy, questioned her sanity and most especially, her knowledge of what was in the Obamacare bill, following her curious remarks:We re pretty sure that most Americans are more confident in President Trump s knowledge of the benefits to Americans, once they are able to purchase insurance across state lines than they were in Nancy s ability to understand the 20,000 page Obamacare legislation.",politics,"Oct 12, 2017",1
"NZ Prime Minister-elect Ardern focuses on final touches in coalition deal, NZ dollar sinks","WELLINGTON (Reuters) - New Zealand Prime Minister-elect Jacinda Ardern said she would spend Friday ironing out issues and ministerial posts with coalition partner New Zealand First, a day after becoming the Pacific nation s youngest leader in recent times. The previous night s highly anticipated announcement by New Zealand First leader Winston Peters that he would support 37-year-old Ardern s Labour Party had ended a decade of center-right National rule and spelt big changes for the country s economy. The New Zealand dollar - the world s 11th-most traded currency - fell to five-month lows as investors grappled with heightened uncertainty and a more protectionist agenda.   When you are a hands off government, when you simply allow markets to decide the fate of your people, then that does not serve a country or it s people well,  Ardern told reporters in Wellington.  You will see a proactive government by Labour.  Labour has released the names of the people who would be in the cabinet, saying it would announce their portfolios next week.  The include Grant Robertson, Labour s spokesman for finance, and David Parker, spokesman for trade.  Ardern said on Thursday she had offered the role of deputy prime minister to Peters, who on Thursday gave his backing to Labour after inconclusive Sept.23 elections, and he was considering it. On Thursday evening, Labour said it would also stick to its promises to change the central bank s mandate and seek to renegotiate the Trans-Pacific Partnership trade deals.  Concerns about a more protectionist agenda weighed on the currency and stock markets on Friday.  The New Zealand dollar fell to five month-lows of $0.6971 against the U.S. dollar, after posting its biggest daily fall in more than a year on Thursday.   The sentiment has now shifted toward more protectionist measures,  said Christina Leung, economist at New Zealand Institute of Economic Research.  Generally, financial markets don t like change, there is uncertainty over what this all means ... in the meantime that is reducing demand for New Zealand assets, and that s why we are seeing the decline in the New Zealand dollar.  The stock market was down 1.1 percent at the Friday open, but later recouped losses to stand in positive territory. Ardern told radio earlier that most of the party s flagship policies, including a ban on some foreign ownership of housing, had survived the negotiations with Peters in recent weeks.  With New Zealand First we ve got a few more details to iron out,  Ardern said.  Our plan remains, with a few minor changes ... we re finalizing in the next 24 hours the detail.   The election  thrust the country into political limbo for almost a month with neither major party winning enough seats to form a majority and giving New Zealand First the balance of power.  New Zealand First and Labour also needed support from the progressive Green Party, which said it would strike a  confidence and supply  agreement, meaning it was officially outside government but would hold ministerial posts and vote on key pieces of legislation like the budget. Ardern said the parties would release their agreements early next week and an announcement on ministerial posts would come later in the week. ",worldnews,"October 19, 2017 ",0
Senate approves two FCC nominees as it reviews Obama rules,"WASHINGTON (Reuters) - The U.S. Senate on Thursday unanimously confirmed two nominees to serve on the Federal Communications Commission as the Trump administration looks to reverse many Obama-era telecommunications regulations. Brendan Carr, a Republican who is general counsel at the FCC  and Jessica Rosenworcel, a Democrat, were both confirmed by voice vote, bringing the five-member FCC to full strength and giving Republicans a 3-2 majority. Rosenworcel served as a commissioner for the regulator until the end of 2016 when lawmakers failed to take up her renomination under former President Barack Obama. The FCC, which since January has been controlled by Republicans by a 2-1 margin, is working to reverse a number of Obama-era telecommunications regulations, including the landmark 2015 net-neutrality rules prohibiting broadband providers from giving or selling access to certain internet services over others.  The Senate did not immediately vote to reconfirm FCC Chairman Ajit Pai to another term, even though he appeared at a confirmation hearing in July with the other nominees. Pai would need to leave the commission by the end of the year if he were not reconfirmed. In a statement, Pai praised Rosenworcel and Carr’s confirmations and said they have “distinguished records of public service and will be valuable assets to the FCC in the years to come. Their experience at the FCC makes them particularly well-suited to hit the ground running.” Pai, chosen by Trump in January to head the agency, also has said he wants to dismantle other significant regulations as part of a sweeping review he said would remove barriers to business and modernize rules. Pai also plans significant changes to local TV ownership limits and plans other changes to media regulations. Democrats insisted Republicans had agreed in 2015 to reconfirm Rosenworcel as part of a deal to confirm FCC Commissioner Mike O’Rielly. Republicans denied there was a deal but the standoff had delayed consideration of telecommunications legislation in the Senate. Under Pai, the FCC chose not to review AT&T Inc’s planned $85.4 billion acquisition of Time Warner Inc.  The FCC is currently reviewing Sinclair Broadcast Group Inc’s proposed $3.9 billion acquisition of Tribune Media Co, one of the largest U.S. TV station operators.  ",politicsNews,"August 3, 2017 ",0
Saudi-backed military alliance to help G5 Sahel fight: minister,"PARIS (Reuters) - A Saudi-backed Islamic military coalition will provide logistical, intelligence and training to a new West African counter-terrorism force that is struggling to get off the ground, Saudi Arabia s foreign minister said. The announcement by Adel al-Jubeir signals the involvement in the Sahel of a Muslim military alliance widely seen as a vehicle for countering the growing influence of Riyadh s rival Iran. Saudi Arabia and the United Arab Emirates on Wednesday agreed to provide about $150 million to the G5 Sahel force, which is composed of the armies of Mali, Mauritania, Niger, Burkina Faso and Chad, a sign that Gulf Arab states are upping their influence in the region. The Sunni Muslim kingdom is seeking to check the ambitions of Shi ite power Iran to expand its clout in West Africa and across the Muslim world. Speaking in an interview with France 24 television, Adel al-Jubeir said his country s contribution would go much further by using the platform of the recently-established Islamic Military Counter Terrorism Coalition to support the G5 Sahel.  Because of our commitment to fighting terrorism and extremism we made the commitment to provide 100 million euros to these forces and we made this commitment also to provide logistics, training, intelligence and air support through the Islamic military coalition to this effort,  Jubeir said. Some 40 Muslim-majority nations met in Riyadh at the end of November to begin fleshing it out details of the alliance first conceived two years by Saudi Crown Prince Mohammed bin Salman, but that until now has yet to take any decisive international action in its mandate to fight terrorism. The crown prince has said he would encourage a more moderate and tolerant version of Islam in the ultra-conservative kingdom and wants the coalition, which will have a permanent base in Riyadh, to help combat terrorist financing and ideology.  We will be hosting a meeting of this new group to coordinate this military support to those (G5) countries,  Jubeir said, referring to a meeting the Islamic Alliance, adding that Riyadh would also provide humanitarian assistance. The G5 Sahel launched a symbolic military operation to mark its creation in October amid growing unrest in the Sahel, whose porous borders are regularly crossed by jihadists, including affiliates of al Qaeda and Islamic State. However, France, which has 4,500 troops in the region, has been dismayed to see the militants score military and symbolic victories in West Africa while the G5 force has struggled to win financing and become operational. After a meeting in Paris on Wednesday, the French and Malian leaders said they hoped the G5 would secure its first victories by the middle of 2018 to prove its worth and ensure more concrete support from the United Nations. In Rome, a defense ministry official said Italy will send several hundred troops to Niger, a member of the G5 Sahel, next year to help train local forces battling jihadi militants. Prime Minister Paolo Gentiloni signaled the initiative on Wednesday, telling the G5 meeting in France that Italy would divert some of its forces in Iraq to Niger, a country that straddles an expanse of the Sahara desert.  Niger has requested help with training men involved in border controls and we will certainly be setting up a mission there,  the defense ministry official said, declining to be named.  The official declined to confirm a report in la Repubblica newspaper that some 470 men would be sent to Niger to help with both training and surveillance, saying full details of the operation had not yet been finalised. Despite agreement on principles, members of the Saudi-backed alliance have voiced different priorities slowing its implementation. Critics say the coalition could become a means for Saudi Arabia to implement an even more assertive foreign policy by winning the backing of poorer African and Asian nations with offers of financial and military aid. ",worldnews,"December 14, 2017 ",0
"Saudi Prince Lectures America On Democracy, Calling For ‘NEVER TRUMP’","21st Century Wire says Well, isn t this interesting. Saudi Arabian princes are giving lessons in democracy?Incredible. The headline reads:  Saudi Prince Begs America to Reject Trump. In summary: here we have a hereditary monarch, from a Wahabi theocratic dictatorship now lecturing Americans on who they should vote for in their elections.  During his recent dinner speech at the Washington Institute For Near East Policy at the Mandarin Oriental hotel, Prince Turki- al-Faisal (photo, below), a graduate of Georgetown University, made his passionate plea to the American electorate not to elect Donald J. Trump as president.NOTE: The word  election  is a treasonous concept in the Kingdom of Saudi Arabia, and if you are ever caught asking for it   you will not only be jailed, but will likely face capital punishment. The Mail Online reported:A Saudi prince has urged Americans not to vote for Donald Trump in the upcoming general election. Turki al-Faisal, who served as Saudia Arabia s ambassador to the US from 2005 to 2007, spoke against the presumptive Republican nominee during a foreign policy dinner in Washington, DC on Thursday.He blasted Trump s proposal to ban Muslims from entering the US, which the billionaire first formulated in December last year before renewing his vow on Wednesday. For the life of me, I cannot believe that a country like the United States can afford to have someone as president who simply says,  These people are not going to be allowed to come to the United States,  Turki said according to the Huffington Post.Prince Turki currently serves as the chairman of the Saudi Arabian-funded Washington DC-based think tank,  King Faisal Center for Research and Islamic Studies.  Interestingly, the Saudi Prince was sharing his Washington DC event stage with none other than Israeli general Yaakov Amidror, the former national security advisor to Israeli Prime Minister Benjamin Netanyahu. Amidror presided over a number of violent operations against the native Palestinian population, including the slaughter of over 500 civilians in Gaza in 2012Whether or not one likes (or loathes) the presumptive Republican Party presidential nominee, it s important to consider the Prince s comments in perspective So who is a greater threat to peace and stability in the Middle East and Central Asia, and elsewhere   Donald Trump or the Kingdom of Saudi Arabia? Let s quickly examine some of Saudi Arabia s  progressive  and democratic credentials.Oil-based MonarchyThe current ruling family in Saudi Arabia, the House of Saud, was installed into power by the British in the early 20th century. Since the development of Saudi Arabia s oil fields, mainly by US and UK firms, tribal elites have had the luxury of having  money on tap , amounting to many trillions of dollars in continuous energy revenue, with almost all of the wealth channeled into the hands of hereditary and royal elites. Saudi s repression of democracy is not limited to its own borders, however. When a true  Arab Spring  event broke out in neighboring Bahrain in 2011, Saudi Arabia deployed its army to put down any popular uprising, and still patrols those streets today.More recently, their vast oil fortunes have been channeled into building-up a militarized state, and recently, with the backing of the US and PR cover by the UN, have openly waged war on its neighbor, Yemen.Regressive SocietyEven in the 21st century, Saudi Arabia still manages to win the near submissive support of the US and the UK, despite the fact that it is running an openly regressive, medieval theocratic autocracy, where hundreds of its citizens are executed in the street, many via beheading. Last year, in 2015, was a record year for beheadings under the newly crowned King Salman. PATRONAGE: President Obama paying tribute to the new King Salman of Saudi Arabia.No Religious FreedomThe Kingdom is also actively repressing its own native Shi ite population, as well as others who are not born into the right royaly-favored religion or tribe.  Practicing Christianity is also forbidden in the Kingdom and any attempted conversion from Islam is punishable by death.Genocidal Military StateFor the last 14 months, and with the assistance of the US, Saudi Arabia and its GCC allies have been waging an illegal and highly brutal military war of aggression against its neighbor Yemen   killing tens of thousands of Yemeni civilians and displacing millions more.World s Premier Supporter of Islamic Extremism and TerrorismHistorically, it is now accepted as fact that Saudi Arabia the world s leading financial supporter of Islamic extremist terrorism in the Middle East and beyond. This has been the case for many decades starting from the Kingdom s central role, together with the CIA and others, in supporting Mujadhedin militants and al Qaeda in Afghanistan from the late 1970 s and all the way through to their involvement in 9/11. This trend continues today, with Saudi, along with its tribal monarch cousin, Qatar, as the primary source of funding and support for terrorist fighting groups like Jabhat Al Nusra (al Qaeda in Syria) and also Islamic State (ISIS), as well as a direct financier of radical Mosques all over the world.Saudi Nuclear Weapon PlansIn the same interview this week, Prince Turki also dropped  another bomb , so to speak, by announcing Saudi Arabia s somewhat disturbing ambitions to acquire nuclear weapons:Saudi Arabia has accepted the Iran nuclear deal, which lasts 10-15 years, Prince Turki said. But what happens after that is  open to question. That s why I ve always maintained that we   must consider all options, including the acquisition of nuclear weapons,  the prince added   though he emphasized his preference for a nuclear weapons-free zone in the region.So who is the real threat in the region and beyond? One thing should be certain by now   it s not Iran, or Donald Trump.READ MORE SAUDI NEWS AT: 21st Century Wire Saudi Arabia Files",Middle-east,"May 9, 2016",1
"U.S. federal employee 'gag orders' may be illegal, lawmakers warn Trump","WASHINGTON (Reuters) - Senior Democratic lawmakers on Thursday called on the White House to lift orders barring government agency employees from communicating with the public and Congress, saying such restrictions may violate federal laws. Congressmen Elijah Cummings of Maryland, ranking member of the House Committee on Oversight and Government Reform, and Frank Pallone Jr. of New Jersey, ranking member of the House Committee on Energy and Commerce, sent a letter to White House counsel Donald McGahn asking for immediate action to address the administration’s “gag orders on federal employees that prevent them from communicating with Congress.  “We urge you to immediately rescind all policies on employee communications that do not comply with the Whistleblower Protection Enhancement Act and other federal statutes,” they wrote in the letter dated on Thursday.  Employees at the Environmental Protection Agency, the Interior Department, the Department of Agriculture and the Department of Health and Human Services have seen directives from the newly minted leadership that limit how they communicate to the public, according to multiple sources. [L1N1FE5FE] At a news conference on Tuesday, White House spokesman Sean Spicer said the White House had not ordered such directives. “I don’t think it’s a surprise we’re going to review the policies, but I don’t have any info at this time,” Spicer added. The letter from Cummings and Pallone asked U.S. President Donald Trump to issue a statement “making clear to all federal employees that they have the right to communicate with Congress and that he and his Administration will not silence or retaliate against whistleblowers.” ",politicsNews,"January 26, 2017 ",0
