title,text,subject,date,label
 Lawrence O’Donnell Reveals What Would Happen If Trump Retracted A Lie Per Day (VIDEO),"Donald Trump is a liar. This is pretty well-established by now. But on Friday he stopped telling The Big Lie, the one that allowed him to rise to political prominence and the one upon which so much of his initial support was based: Barack Obama is not a U.S. citizen.For years, Trump has harangued the President over his birth certificate, passport, college transcripts, and anything else the billionaire could use to delegitimize the first black President of the United States. The 2016 nominee was, in effect, the leader of the  birthers,  a movement he did not start but gladly latched onto, fueled, and drove forward as he and his cohorts ineffectively but annoyingly attacked Obama.Trump offered no apology. In fact, he spent only about 20 seconds admitting that President Obama was born in the United States,  period. That was one lie. But what if Trump were to retract a lie per day? Could he do it? Would he even live long enough to do so? MSNBC s Lawrence O Donnell tackled the issue on Friday. Pointing out that Trump, via his doctor s shady letter The Donald allowed  Dr. Oz  to look at, was willing to lie about a single inch   adding one inch to his actual height to narrowly avoid being classified as medically obese. Let s just assume Donald Trump is much healthier than he looks. Let s even assume he s taller and thinner than he really is,  O Donnell says, deciding to estimate that Trump would live longer than his father. If Trump lived until 95 years old, he will be around for  another 9,131 days. If Trump were to retract one lie per day for the rest of his life,  he can retract 9,131 lies,  O Donnell points out, but there s a problem. In retracting The Big Lie, he told two more: that Hillary Clinton started the  birther  rumors, and that Trump stopped them through his racist badgering of President Obama. If he does it the way he did it today, the lies of Donald Trump will live after him because as he retracted one lie today he told two more,  O Donnell says.  I think we know that Donald Trump isn t going to retract a lie every day. I think we know that Donald Trump is going to continue to lie every day.  Then he brought it home: I think we know that there is nothing too small for Donald Trump to lie about, including that extra inch of height he decided he needed this week. He will lie about an inch. I think we know there s nothing too big for Donald Trump to lie about, nothing too big, nothing too solemn He will lie about anything. And so I think we know that long after he s gone, long after his name has disappeared from buildings, the lies of Donald Trump will live after him. Watch it below:Featured image via screengrab",News,"September 17, 2016",1
Factbox: Austrian parties' red lines and preferences on coalitions,"VIENNA (Reuters) - No party is likely to obtain a majority of votes in Austria s parliamentary election on Oct. 15.  A coalition between two of the three biggest parties   the conservative People s Party (OVP), the Social Democrats (SPO) and the far-right Freedom Party (FPO)   will probably be needed to govern.  Below is a breakdown of polling, positions and comments the parties have made about potential coalitions. Since 31-year-old Foreign Minister Sebastian Kurz took over as leader of the OVP in May, his party has consistently attracted support in polls of around 33 percent on a platform dominated by tough rhetoric on immigration. That has dislodged the Freedom Party from the top position in polls it reached in the aftermath of the refugee influx of 2015 and 2016. The Freedom Party is competing with Chancellor Christian Kern s Social Democrats for second place, both at around a quarter of votes in most polls. Polls put the Greens, the liberal Neos and a new party founded by former Greens lawmaker Peter Pilz all on around 5 percent of the vote, above the 4-percent threshold for entering parliament. OVP leader Kurz called an end to the centrist coalition with the Social Democrats, triggering a snap parliamentary election. He has not ruled out any party as a potential coalition partner and has said he will hold talks with  all parties  if his party comes first.  Kurz has avoided setting conditions before the vote apart from saying that any potential partner must be pro-European and not merely  stand by Europe, but also have the desire to shape Europe .    His plans on cutting immigration, reducing the corporation tax burden and streamlining the EU overlap with the Freedom Party s.  The OVP wants a slimmer EU that focuses on its  core competences  such as trade and securing its external borders. In contrast to the FPO, however, Kurz is in favor of more European defense cooperation, which he says would not threaten Austria s neutrality.  The FPO says it would only go into a coalition if it were given control of the Interior Ministry. It also would like to secure the post of foreign minister, but has not made that a fixed condition. FPO leader Heinz-Christian Strache has said the FPO will not enter a coalition with the SPO until a full SPO party conference has lifted the ban on coalitions with his party. The decision to lift the ban was taken by the SPO party leadership. The FPO has also said it would only enter a coalition that results in more referendums or  direct democracy , which is part of the OVP program. Strache has rowed back from the FPO s former stark euroskepticism, but he has called the idea of a  European army  a red line. He says Austria is  at the heart of Europe  but also wants a referendum on Austria s future in the EU if it hands more powers to Brussels or if Turkey accedes to the bloc.  Strache has also ruled out that the FPO will sign up to a coalition headed by the third-placed party if it comes second, as it did in 2000 when it became a junior partner to the OVP. Under Chancellor Christian Kern, the SPO has lifted self-imposed ban on national coalitions with the Freedom Party (the two parties already govern together in Burgenland, one of Austria s nine provinces).  The ban was replaced by a  values compass , which makes principles such as a pro-European position and gender equality pre-conditions for cooperation. Kern has also said the FPO must leave the far-right faction in the European Parliament, which France s National Front is also part of, if it wants to join a coalition with the Social Democrats. In a recent debate with Strache, Kern said the two parties are still  worlds apart .  The Social Democrats favor closer European integration on issues like economic and monetary union and social policy.  ",worldnews,"October 13, 2017 ",0
"U.S. must stop judicial 'extortion' of corporate Europe, French lawmakers say","PARIS (Reuters) - Europe should challenge the United States over its increasingly aggressive use of extraterritorial laws that have cost European companies - especially banks - billions in fines and other settlements, a French parliamentary report said. Still reeling from the $9 billion fine its biggest bank, BNP Paribas, had to pay U.S. authorities over violations of American sanctions against other countries, the French government has criticized in recent years what it considers the over-reach of the U.S. legal system. Paris’s main objections center on the U.S. Department of Justice’s broad interpretation of what it considers its jurisdiction. This sphere of influence can include transactions between non-Americans outside the U.S. where the U.S. dollar currency is involved. It can also cover deals and other actions taking place via the Internet using U.S. computer servers. “We consider that today’s situation amounts to abusive use of American law,” Karine Berger, a lawmaker from the ruling Socialist party told Reuters in an interview, calling the practices akin to “extortion”. “We ask France and Europe to let it be known to the United States that we will no longer accept this type of behavior.” In a non-binding investigative report last week, lawmakers from both the Socialist party and opposition conservatives said U.S. law appeared to be more punitive toward foreign firms than domestic ones. Although foreign firms accounted for only 30 percent of investigations opened by U.S. authorities between 1977 and 2014 under its anti-foreign bribery law, 67 percent of the amount levied in fines came from foreign companies, the report said. Since 2009, European banks such as HSBC and Deutsche Bank have paid about $16 billion to the United States over breaches of various sanction regimes. European firms have also accounted for 14 of the 15 biggest penalties, the report said. The report did not question U.S. regulators’ current prosecution of Deutsche Bank over mis-selling toxic mortgage securities before the financial crisis, since the actions took place in the United States. But it did say the DoJ had not taken account of the impact on the financial system that the $14 billion fine it sought from the German bank went on to have. Swiss bank Credit Suisse said on Sunday it has put five employees on leave while it investigates a tax-related matter. Swiss paper SonntagsZeitung reported that the move was connected to a U.S. probe of the bank’s Israeli unit over possible tax evasion. Berger said Europe’s response had not been forceful enough, and that both the European Union and individual member states should adapt their own legislation, which is why the report will be sent to counterparts at other EU parliaments. “There must be a legal rearmament in Europe, so we fight on equal terms with the United States in the field of economic competition,” Berger said.   The European Union should consider challenging parts of the U.S. sanction regime at the World Trade Organisation, the report said, citing a 1998 precedent when Europeans successfully forced the U.S. to back down over Congressional sanctions against Cuba, Libya and Iran that could have affected European firms. The EU should update a 1996 ban on European firms complying with U.S. sanctions based on such extraterritorial legislation, giving European firms a legal “excuse” to reject U.S. demands. European countries and institutions should also encourage the use of the euro for global transactions and strengthen the use of intelligence services for economic means. Citing the recent EU ruling asking Apple to pay up to 13 billion euros in back taxes to Ireland, Berger said Europe should not be afraid to be more confrontational. “It shows Europe is perfectly capable of waging this economic war since the U.S. is only going to keep it up,” she said. ",politicsNews,"October 11, 2016 ",0
Germany will strive to save Iran nuclear deal: Gabriel,"NEW YORK/BERLIN (Reuters) - Germany will do all it can to persuade the United States not to abandon the Iranian nuclear agreement, whatever the outcome of German elections on Sunday, Foreign Minister Sigmar Gabriel said on Thursday. Gabriel told reporters any U.S. move to cancel the Iran deal and impose new sanctions on Tehran would discourage powers such as North Korea from negotiating an end to their own nuclear programs. Germany would work with the European Union, France, Britain and where possible China and Russia to press Washington to preserve the deal, under which Iran curbed its nuclear work in exchange for the lifting of sanctions, he said on the sidelines of a U.N. meeting in New York. Chancellor Angela Merkel s conservatives are poised to win Sunday s elections, but it remains unclear if Gabriel s Social Democrats will play a role in the next coalition government. Gabriel said Germany would maintain its position on the Iran deal, regardless of which parties formed the next government. U.S. President Donald Trump has called the Iran deal  an embarrassment , but Germany and other powers who also negotiated it with Iran fear its collapse could trigger a regional arms race. Trump must decide by Oct. 15 whether to certify that Iran is complying with the pact. If he does not, Congress has 60 days to decide whether to reimpose sanctions waived under the accord.  Now we will all try to convince the Americans in the remaining weeks ... that calling the agreement into question will not increase security,  Gabriel said.  The United States said on Wednesday it was weighing whether the nuclear accord served its security interests. Iran said it did not expect Washington to abandon it.  Gabriel said Germany would have to consider whether to stick to the agreement even if Washington backed out, but said that could prove  very difficult , given that the United States would immediately impose new sanctions against Iran. He said Iran was complying with the deal but businesses had been reluctant to commit to investments and contracts out of concern that the United States could re-impose sanctions under the agreement s  snapback provision . Gabriel said it was  tragic  that the only agreement aimed at preventing the spread of nuclear weapons was being called into question.  In Berlin, German Economy Minister Brigitte Zypries said Germany, as one of Iran s most important trading partners in Europe, had a  great interest  in preserving the agreement. German exports to Iran rose 23 percent to 1.4 billion euros in the first half of 2017. The foreign minister said he accepted the U.S. position that Iran s behavior in the Middle East had not improved since the deal - but added there was no hope of it changing its ways if the accord fell. Any collapse would send a  terrible signal  for other diplomatic efforts.  What should motivate countries like North Korea or others to enter into negotiations in the future when the one example of such a deal is being destroyed?  he said. ",worldnews,"September 21, 2017 ",0
THE VIEW’S Whoopi Goldberg To Co-Host: “This Is Why Black People Don’t Wanna Talk To White People” [VIDEO],https://youtu.be/RTuxvWjH3a4,politics,"Dec 1, 2016",1
NORTH KOREA: Trump’s Recklessness Could Trigger All-Out Conflict on Korean Peninsula," 21st Century Wire says Washington s muscle flexing seems to have taken on a life of its own as the shadow of US neocolonialism falls over much of the world with increasing intensity. In Syria, the US is lashing out, lawlessly, at the bastion of resistance that has been denying its objectives for almost seven years. Now, the US secretary of State, Rex Tillerson has declared that China should  exert much greater economic and diplomatic pressure  on North Korea to step away from its nuclear and missile programmes. Footage of a reported, massive  live fire  drill conducted by the North Koreans in April 2017 gives some indication of what the US might face if this  escalation  is magnified beyond recall, by the usual suspects at Fox News and CNN This report is from Peter Symonds of WSWS:In what amounted to a barely disguised threat, US Secretary of State Rex Tillerson yesterday declared that China had to  exert much greater economic and diplomatic pressure  on North Korea to abandon its nuclear and missile programs, if it  wants to prevent a further escalation in the region. In other words, if Beijing fails to rein in the Pyongyang regime, the US could resort to military measures.Tillerson s remarks followed a top-level meeting in Washington between him and US Defence Secretary James Mattis and their Chinese counterparts China s foreign policy chief Yang Jiechi and General Fang Fenghui, chief of the People s Liberation Army s joint staff department.Tillerson called on China to make greater efforts to halt  illicit  revenue streams to North Korea that allegedly help fund Pyongyang s military programs. Just last week, he told a congressional committee the Trump administration was  at a stage  where  we are going to have to   start taking secondary sanctions that is, penalise countries and corporations that engage in economic activities with North Korea.Unilateral  secondary sanctions  imposed by the US would, above all, fall on Chinese companies. China is, by far, North Korea s largest trading partner. US officials and the media have repeatedly accused Beijing of failing to do enough to choke off trade and finance with the Pyongyang regime. Any penalties against Chinese individuals or entities would quickly sour relations between the US and China.Just before the talks, US President Donald Trump signalled that time was running out for China to force North Korea to bow to US demands.  While I greatly appreciate the efforts of President Xi [Jinping] and China,  he tweeted on Tuesday,  it has not worked out. While Tillerson s remarks indicate the US continues to pressure China for action against North Korea, Trump s tweet is a warning that the US will resort to other measures including military action if there are no results.Asked about Trump s tweet, Defence Secretary Mattis told the joint press conference with Tillerson:  What you re seeing I think is the American people s frustration with a regime that provokes and provokes and provokes and basically plays outside the rules, plays fast and loose with the truth. Mattis denounced Pyongyang in particular for the death of Otto Wambier the American student imprisoned in North Korea who died on Monday after being flown back to the US last week. The Trump administration is considering a ban to prevent Americans from visiting Pyongyang. Three other US citizens are currently jailed in North Korea.The comments of Mattis and Tillerson suggest that relations with China could deteriorate rapidly, especially if North Korea conducts another nuclear test or a long-range missile launch. In comments to CNN, unnamed US officials claimed this week that satellite imagery showed new activity at North Korea s underground nuclear test site and suggested that a sixth nuclear detonation could be imminent.Ahead of yesterday s talks in Washington, US State Department officials indicated that Mattis and Tillerson would press their Chinese counterparts not only on North Korea, but a range of other sensitive issues, including the South China Sea and the so-called war on terrorism.Acting Assistant Secretary of State for East Asia, Susan Thornton, told Voice of America that  all parties should freeze any construction or militarisation of features  in the South China Sea a comment directed especially at China. Last month, the US navy carried out another provocative  freedom of navigation  operation, sending a guided missile destroyer within the 12-nautical-mile territorial limit claimed by China around one of its islets.Trade and economic issues were excluded from yesterday s US-China Diplomatic and Security Dialogue but remained just below the surface. During last year s presidential election campaign, Trump repeatedly denounced China s trade policies and threatened punitive trade war measures. In seeking Beijing s assistance to pressure Pyongyang, Trump suggested the US could make concessions on trade.Having tweeted that Chinese efforts have  not worked out,  the implicit threat is that the US could ramp up the pressure on China over trade.  What Trump is saying is, I don t need you on North Korea now, and therefore maybe we should have it out on these other issues, like trade,  analyst John Delury told the New York Times.China is reluctant to impose new sanctions that will cripple North Korea s economy and provoke a political crisis that could be exploited by the US and its allies. At yesterday s talks, Chinese officials reiterated Beijing s call for renewed negotiations based on a freeze by Pyongyang on its nuclear and missile tests and a freeze by Washington on its joint military exercises in South Korea. The US has flatly rejected the proposal.Above all, the threat of US military strikes against North Korea hangs over Asia. Earlier this week, the Pentagon again sent two B-1 strategic bombers on a mission over the Korean Peninsula in a provocative show of force. The US Navy has two aircraft carrier strike groups stationed in the area, with another on its way.Any US military action against North Korea threatens to trigger an all-out conflict on the Korean Peninsula that could draw in other powers, including China, with devastating consequences. The Trump administration s recklessness is underscored by the fact that it is engaged in an escalating confrontation in Syria that threatens to provoke a clash with Russia and Iran, even as it is ramping up tensions in North East Asia.***FOR MORE INFORMATION ON NORTH KOREA: 21WIRE NORTH KOREA FILESSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",Middle-east,"June 22, 2017",1
U.S. Senate intelligence chairman does not call for Sessions recusal,"WASHINGTON (Reuters) - U.S. Senator Richard Burr, the Republican chairman of the committee responsible for investigating any Russian efforts to influence the 2016 U.S. election, said on Thursday he trusted Attorney General Jeff Sessions to decide if he should be involved in the probe. “The Attorney General has said he would recuse himself when needed and I trust him to make what he feels is the appropriate decision as to his involvement in any investigation into Russian active measures and the 2016 election,” Burr said in a statement. ",politicsNews,"March 2, 2017 ",0
German citizen on trial in Turkey on political charges: media,"FRANKFURT (Reuters) - A 49-year-old woman has become the first German citizen to stand trial in Turkey on allegations of supporting U.S.-based cleric Fethullah Gulen, whom Turkish authorities blame for a failed military coup last year, German media reported. Broadcasters WDR and NDR and daily newspaper Sueddeutsche Zeitung said the trial began in the southern Turkish city of Karaman on Thursday and cited the indictment as saying the woman faced several years in prison. They said the woman, whom they did not name, was born in Turkey but had lived in southwest Germany for more than 20 years and had been a German citizen for 15. She had been arrested in Turkey in August 2016 and released in September after pressure from Germany s foreign ministry but was not allowed to leave the country, they said. Earlier on Thursday, the ministry confirmed that another German citizen detained in southern Turkey last week had been released but banned from travel. Turkey s Dogan news agency said the man and his German partner had been detained while on holiday in Antalya. The partner had already been freed after questioning. Dogan said the couple had also been held as part of investigations into Gulen and Kurdish militants in Syria. Gulen has denied any link to the failed coup. Thursday s release means 10 German citizens remain in Turkish detention on political charges. The arrests have raised tensions between Ankara and Berlin and led Chancellor Angela Merkel to call for a review of relations and of Turkey s EU accession talks. The detainees include dual German-Turkish citizen Deniz Yucel, who has been held for more than 200 days. ",worldnews,"September 7, 2017 ",0
"Spain steps up security at Catalan airports, rail stations: source","MADRID (Reuters) - The Spanish government is reinforcing security at airports and rail stations in Catalonia before a meeting at which the regional leader could declare independence from Madrid, a police source said on Tuesday.  Catalan President Carles Puigdemont is due to address the regional parliament at 1600 GMT. ",worldnews,"October 10, 2017 ",0
BREAKING: ANGRY BLACK LIVES MATTER Activist ADMITS To Starting MASSIVE LA Apartment Complex Fire As Pay Back For Death Of THUG Michael Brown,"Obama inspired hate...The Latest on a man charged with setting a massive fire that destroyed an unfinished Los Angeles apartment complex (all times local):3:10 p.m.A man has been ordered to stand trial for arson over a fire that incinerated a Los Angeles apartment building and caused $100 million in damage.Fifty-seven-year-old Dawud Abdulwali appeared in court Wednesday. He earlier pleaded not guilty.Prosecutors say Abdulwali set fire to the unfinished De Vinci complex downtown in December 2014. The seven-story complex was completely destroyed and the heat blew out windows at nearby office towers.At Wednesday s hearing, a witness testified that Abdulwali bragged at a party about burning the building and said he did it because he was angry about the police killing of an unarmed black man in Missouri.Via: Houston ChronicleThe witness, Popaul Tshimanga, said he and Abdulwali attended a party a week later. Tshimanga said Abdulwali ranted about the August 2014 killing of Michael Brown, an unarmed black man, by a white police officer in Ferguson, Missouri. He was mad,  Tshimanga said, adding that the defendant said  he burned the building  near a freeway and  didn t like the way the cops were killing black people. Abdulwali s former roommate, Edwyn Gomez, has told investigators that Abdulwali spoke passionately about the protests in Ferguson after Brown s shooting and about wanting vengeance. Cops kill my people,  Gomez recalled Abdulwali saying.  We should go do this, we should go burn some (expletive) down.   We should go break some windows.  Houston ChronicleWatch incredible footage of firefighters risking their lives to put out this massive arson fire:",politics,"May 12, 2016",1
"Putin critic Navalny, freed from jail, resumes presidential campaign","MOSCOW (Reuters) - Russian opposition leader Alexei Navalny held a political rally on Sunday, hours after being released from jail and pledged to continue his presidential campaign despite the authorities saying he is ineligible to stand.  Navalny, a fierce critic of President Vladimir Putin, was detained by police in late September and sentenced to 20 days in jail on charges of repeatedly violating laws by organizing public meeting and rallies. It was the third time he had been jailed this year, part of what he says is a pattern of Kremlin harassment designed to thwart his political ambitions. Russia s central election commission has declared him ineligible to run for president next year due to a suspended prison sentence, which he says was politically-motivated. Shrugging off that ban, the 41-year-old lawyer held a campaign rally in the provincial town of Astrakhan in southern Russia on Sunday evening, hours after walking free from jail.  He said after the rally he would continue to campaign and had the right to take part in next year s election.  We have more right to take part in the elections than all the other candidates combined,  Navalny wrote on his website.  Putin, 65, has for months declined to say whether he will run for what would be his fourth stint in the Kremlin, but is  widely expected to do so. Opinion polls suggest he would comfortably win.  One candidate who has declared her hand is TV personality Ksenia Sobchak who said last week she planned to run, offering liberal voters unhappy with Putin s rule someone to back, though she has little prospect of winning. Some opposition activists fret she is a Kremlin project designed to split the opposition, something she denies. Last month, commenting on rumors that Sobchak would run, Navalny complained she was being used by the Kremlin as a safe lightning conductor for voters  dissatisfaction. But he struck a more conciliatory note on Sunday with TV Rain citing him as saying that everyone, including Sobchak, had the right to take part in the March election.   ",worldnews,"October 22, 2017 ",0
Boston mayor says not subject of federal probe into labor unions,"BOSTON (Reuters) - Boston Mayor Martin Walsh, a former labor leader, said on Monday that federal agents had not contacted him in connection with what local media has described as a wide-ranging investigation into whether the city’s building unions used strong-arm tactics. The Boston Globe reported over the weekend, citing unnamed sources, that Walsh had been implicated in a federal investigation into whether city union officials threatened developers who hired nonunion workers on projects in and around the city. “I haven’t been contacted myself,” Walsh told reporters on Monday.  A Democrat, Walsh is a former construction worker who led the city’s Building and Construction Trades Council, a union grouping, for two years before his 2013 mayoral election victory. Walsh, who served as a state representative from 1997 through 2013, went on to say that even if there were an investigation into his former union, he was not concerned. “If there is an investigation, I’m assuming at some point there’ll be indictments coming down. If that’s the case, I will not be getting one of those,” Walsh said. “Because I did nothing wrong.” A spokeswoman for the U.S. Attorney’s Office in Boston could not be reached for immediate comment.  ",politicsNews,"April 25, 2016 ",0
 Local Fox Affiliate Just Gave Fox News A GIANT Middle Finger Over Their Biased News,"A local news station in Boston has had it with the Fox brand damaging their own reputation. WFXT Channel 25 is going to change the name of its newscast to Boston 25 News removing  Fox  entirely following a drop in its ratings and a study that showed their audience saw the newscast as  leaning conservative. Fox News itself has some ridiculous shows, like Fox & Friends and The O Reilly Factor, both of which tend to peddle not just misleading information, but also the very attitudes that make things worse, not better, in this country. For instance, on Fox & Friends this morning, Brian Kilmeade whined about conditions in immigration detention centers. But he wasn t talking about the stunning human rights abuses. He s upset about this: Get this: They re enjoying seven hours of outdoor activity. Who gets that anymore? Fresh sheets, and absolutely   I don t get that. No need to learn English. Co-host Ainsley Earhardt added: Seven hours of outdoor activity, freshly washed sheets, and absolutely no need to learn English. That s the easy life of an illegal immigrant inside American jails. Or clean sheets have something to do with basic sanitation, but hey, they ll think what they want here. The outdoor activity   it s not like they re in some Eden-like garden of paradise.There s also the whole controversy with Bill O Reilly and sexual harassment, and Fox News  failure to deal with their male employees who engage in such behavior. Billo the Clown is still on the air, and so far, Fox doesn t seem to have done much about it.Who wants to be associated with this crapola? WFXT is actually owned by Cox Media Group and not Fox News, but they re still considered a Fox affiliate and the brand carries a reputation that is increasingly negative. Massachusetts is a deep blue state, and their businesses and media outlets need to act accordingly to continue reaching their audiences.This decision is actually a few years in the making   it didn t just happen. WFXT s news director, Mike Oliveria, said that Massachusetts viewers want unbiased news. Fox News is decidedly not unbiased, but WFXT strives to be, as do most local newscasts. He said: It s not that [Fox is] a bad brand; it s just that it s not ours. While other Fox affiliates under Cox Media s umbrella aren t considering dropping  Fox  from their names at this time, we have t wonder if that s going to change.Featured image by Spencer Platt via Getty Images",News,"April 14, 2017",1
 Spice Company Owner Causes Family Feud When He Calls Trump ‘Racist’,"After eight years of being told that Barack Obama is the most divisive president in the history of the United States, Republicans actually elected the most divisive president in the history of the United States. It seems that the election of Donald Trump is causing more than just a rift between Democrats and Republicans and between white men and everyone else. It s causing rifts among families and that s no more evident than in the  spice wars  that s happening between two feuding spice-owning branches of the same family.Penzeys Spices in Wauwatosa, Wisconsin caused controversy when it emailed its customers its owners opinions about Donald Trump. They weren t positive. The open embrace of racism by the Republican Party in this election is now unleashing a wave of ugliness unseen in this country for decades,  Bill Penzey Jr. wrote in a Tuesday night email to the company s mailing list.  The American people are taking notice. Source: USA TodayAfter that email, Penzey doubled down on their Facebook page with a post titled  Cooking trumps Racism.  Penzey also answered his numerous critics. Penzey was clear that he wasn t calling all Republicans racist, just the Republicans who voted for Trump:(Y)ou just voted for an openly racist candidate for the presidency of the United States of America. In your defense, most of you did so without thinking of the consequences of your candidate s racism because, for most of you the heartbreaking destruction racism causes has never been anything you or your loved ones have had to experience. But the thing is elections have their consequences. This is no longer sixty years ago. Whether any of us like it or not, for the next four years the 80% of this country who did not just vote for an openly racist candidate are going to treat you like you are the kind of person who would vote for an openly racist candidate.He also appealed to the people that might be having buyer s remorse, urging them to donate to the ACLU of the SPLC.Still, not all customers are happy, but some noted that Penzey has always been outspoken and for liberals, on the right path.In some people, Penzey s has found new customers:Penzey s sister Patty, who co-owns the Milwaukee-based The Spice House with her husband, is not amused:Yet another awkward Thanksgiving, thanks to our most contentious election since 2000.Featured image via Penzeys Facebook Page. ",News,"November 20, 2016",1
 Republicans Punish Georgia Governor For Refusing To Legalize Anti-LGBT Bigotry,"Georgia conservatives really wanted to enshrine their hate and bigotry into law under the guise of religious liberty, and because their governor refused to do so they are punishing him.Unlike the Republican governors of North Carolina and Mississippi, Georgia Governor Nathan Deal refused to sign the anti-LGBT bill passed by the GOP-controlled legislature. Deal mulled over the bill while witnessing the economic backlash similar bills are causing other states.In North Carolina alone, corporations are threatening to leave or have cancelled plans to expand into the state, resulting in the loss of hundreds of jobs and money that could have sparked economic growth. Furthermore, the state also faces the loss of federal dollars. Mississippi is facing the same backlash and South Carolina has also suffered the loss of a corporate headquarters for just introducing the bill.Georgia certainly faced the same consequences. Disney and Marvel threatened to stop filming movies in the state and other corporations and businesses urged the governor to veto the bill.Realizing that the economic backlash was not worth it, Governor Deal vetoed HB 757. He angered conservatives but saved the economy of his state from ruin.But those conservatives were looking forward to being able to use their Bibles as a shield so they can discriminate against anyone they please.And so, they decided to send a message to Republicans and any Republican who sits in the governor s mansion in the future that not doing what they want is unacceptable and will be punished.Despite being urged not to do so, conservatives of the Georgia Third District voted overwhelmingly to censure Deal. According to the Atlanta Journal Constitution: Though it is purely symbolic, it s a startling sign of the conservative backlash to Deal s decision to reject the legislation   and another reminder that the debate over the measure never really ended. A censure is a formal statement of severe disapproval, which means Republicans literally just punished Deal publicly for refusing to support a bigoted policy supported by conservatives in his state.It s basically a warning shot to other Republicans that they better not veto future efforts to legalize discrimination in Georgia or they too could be censured or worse.This is why Republicans made a huge mistake by letting extremists have a mainstream seat at the party table. Because now they are beholden to do as the extremists desire or else.Featured image via  YouTube",News,"April 17, 2016",1
